hammering hammer
counterfeit counterfeit
spurring spur
prohibition prohibit
holler holler
boss boss
waddler waddle
abettal abet
computer computerize
tattler tattle
sputter sputter
syllogiser syllogise
bound bound
ranker rank
narcotic narcotize
patentee patent
unit unitize
decryption decrypt
paperer paper
scrub scrub
negotiation negotiate
parceling parcel
stomper stomp
derogation derogate
concordance concord
stopover stop_over
deluge deluge
pen pen
rendezvous rendezvous
socialisation socialise
ricer rice
encore encore
exorciser exorcise
erasure erase
surprisal surprise
tick tick
retreat retreat
innervation innervate
disgust disgust
lithographer lithograph
trumpet trumpet
thresher thresh
premiere premiere
caddie caddie
strainer strain
tenderiser tenderise
stainer stain
disestablishment disestablish
loot loot
carbonate carbonate
pacing pace
filling fill
sort sort
yaw yaw
necker neck
calumny calumniate
dawn dawn
syncopation syncopate
educator educate
digitizer digitize
tattle tattle
crenelation crenelate
market market
tickling tickle
quality qualify
mugger mug
fasting fast
footer foot
rig rig
prognosticator prognosticate
debarment debar
appointee appoint
molting molt
pal pal
emulsion emulsify
fill fill
rafter raft
admittance admit
obstruction obstruct
teller tell
factorisation factor
dedication dedicate
copy copy
jade jade
